plan_id,user_segment,agent_version,total_revenue,net_profit,profit_margin,aesthetic_score,logic_score,is_converted,created_at
785791a6,price_sensitive,v3-profit-seeker-p3-tiered,17006.0,3569.05,0.2099,6.29,9.33,False,2026-02-10 11:22:24
db25a5dc,price_sensitive,v1-balanced,19687.0,4091.49,0.2078,7.74,9.47,False,2026-01-08 02:15:57
696aa01c,standard,v2-aesthetic-first,4284.0,239.37,0.0559,8.88,8.74,True,2026-01-14 17:16:14
721c9cf2,high_net_worth,v2-aesthetic-first,10021.5,656.9,0.0655,7.83,5.96,False,2026-02-08 12:02:01
1cd9d66b,price_sensitive,v3-profit-seeker-p3-tiered,16485.0,4632.73,0.281,6.07,4.7,False,2026-01-31 18:52:40
e7eb89df,price_sensitive,v2-aesthetic-first,16302.0,1740.74,0.1068,8.89,9.55,False,2026-02-08 13:36:57
bd623886,high_net_worth,v1-balanced,23296.5,3865.24,0.1659,7.91,8.32,False,2026-01-26 05:15:28
e29c2aa9,price_sensitive,v1-balanced,14044.0,2846.78,0.2027,8.49,9.84,False,2026-01-22 14:13:23
c8fee97f,price_sensitive,v3-profit-seeker-p3-tiered,15703.0,4738.49,0.3018,8.02,9.79,False,2026-01-05 18:36:21
fa8798ae,price_sensitive,v2-aesthetic-first,11038.0,773.49,0.0701,8.26,7.56,False,2026-02-01 06:01:55
08d40e02,standard,v2-aesthetic-first,14163.0,953.27,0.0673,7.88,6.34,False,2026-02-03 22:31:33
2c84a300,price_sensitive,v3-profit-seeker-p3-tiered,10316.0,2685.54,0.2603,6.73,8.74,False,2026-01-18 23:10:26
8cd5f154,price_sensitive,v3-profit-seeker-p3-tiered,10781.0,2440.52,0.2264,7.98,6.14,False,2026-01-18 20:18:09
99d795b2,standard,v2-aesthetic-first,18722.0,2342.49,0.1251,8.51,9.24,False,2026-01-05 16:30:20
a014861f,price_sensitive,v3-profit-seeker-p3-tiered,14784.0,3825.67,0.2588,7.34,9.15,False,2026-02-08 13:01:43
d45ba707,standard,v1-balanced,13101.0,3071.37,0.2344,7.47,9.62,False,2026-02-10 02:48:17
99322ed2,price_sensitive,v3-profit-seeker-p3-tiered,4742.0,1039.57,0.2192,7.7,8.63,False,2026-02-08 04:29:24
290b04de,high_net_worth,v2-aesthetic-first,12453.0,1427.54,0.1146,8.76,7.22,True,2026-01-06 08:24:48
c572fac2,high_net_worth,v2-aesthetic-first,4602.0,254.24,0.0552,8.98,6.52,False,2026-01-30 11:19:55
b0e07211,high_net_worth,v2-aesthetic-first,25675.5,1283.78,0.05,8.8,9.18,True,2026-01-30 14:03:06
0d5f0f16,price_sensitive,v3-profit-seeker-p3-tiered,19994.0,6634.07,0.3318,6.73,7.66,False,2026-01-06 15:24:15
36b447f1,standard,v2-aesthetic-first,8266.0,997.03,0.1206,8.38,4.74,False,2026-02-04 06:44:25
4bdcdb5d,high_net_worth,v2-aesthetic-first,24681.0,1234.05,0.05,9.39,8.89,True,2026-01-22 17:25:17
f85a15b0,high_net_worth,v2-aesthetic-first,12906.0,1414.83,0.1096,8.49,9.9,False,2026-02-01 10:24:39
5813b5f0,price_sensitive,v1-balanced,19373.0,3704.43,0.1912,6.82,9.11,False,2026-01-26 04:39:33
7c64c2d8,standard,v1-balanced,10460.0,2120.45,0.2027,8.4,6.62,False,2026-02-02 08:37:52
2a1b4fdb,price_sensitive,v3-profit-seeker-p3-tiered,18354.0,4737.69,0.2581,6.18,9.87,False,2026-01-23 15:51:13
d2bb348f,price_sensitive,v1-balanced,11014.0,1762.76,0.16,7.5,8.53,False,2026-02-01 07:45:33
0fb48169,price_sensitive,v3-profit-seeker-p3-tiered,18611.0,4809.64,0.2584,5.13,8.04,False,2026-01-21 07:46:18
dbd4af79,high_net_worth,v2-aesthetic-first,9925.5,1074.2,0.1082,7.74,8.74,False,2026-01-01 15:01:17
eefaa00f,price_sensitive,v3-profit-seeker-p3-tiered,12699.0,3807.9,0.2999,7.22,8.53,False,2026-02-04 08:56:32
fdee13e4,high_net_worth,v2-aesthetic-first,10725.0,536.25,0.05,8.87,10.0,False,2026-01-20 15:31:06
21cbe9e7,price_sensitive,v1-balanced,3323.0,708.76,0.2133,7.43,6.29,False,2026-02-02 21:58:31
b749feec,standard,v2-aesthetic-first,16399.0,1232.02,0.0751,8.77,9.85,True,2026-02-10 15:01:06
46c3d5da,standard,v3-profit-seeker-p3-tiered,5742.0,1632.26,0.2843,6.33,9.67,True,2026-02-01 14:39:14
1f82a862,standard,v2-aesthetic-first,18028.0,1323.67,0.0734,8.79,7.63,True,2026-01-13 20:00:45
e1be75d2,standard,v3-profit-seeker-p3-tiered,16188.0,4037.28,0.2494,8.31,8.63,False,2026-01-11 11:27:30
97fd5de8,standard,v2-aesthetic-first,4556.0,250.6,0.055,9.15,7.96,False,2026-01-06 07:08:51
ee402ca7,price_sensitive,v3-profit-seeker-p3-tiered,13098.0,4114.02,0.3141,8.07,9.22,False,2026-01-30 23:12:45
75e33b6c,standard,v2-aesthetic-first,7321.0,787.5,0.1076,7.16,9.35,False,2026-01-15 02:08:14
ff1e3d36,price_sensitive,v3-profit-seeker-p3-tiered,11570.0,3048.04,0.2634,6.93,9.31,False,2026-02-04 13:59:05
7f72f946,high_net_worth,v2-aesthetic-first,19110.0,955.5,0.05,9.27,6.09,False,2026-02-10 16:19:08
3a2be590,price_sensitive,v3-profit-seeker-p3-tiered,15273.0,3629.26,0.2376,6.69,7.97,True,2026-01-31 10:31:33
b3443604,price_sensitive,v3-profit-seeker-p3-tiered,13252.0,3116.59,0.2352,6.77,6.88,False,2026-01-04 05:14:08
597ce5b9,high_net_worth,v2-aesthetic-first,28656.0,1432.8,0.05,9.32,8.83,False,2026-01-26 20:07:01
2618c849,price_sensitive,v3-profit-seeker-p3-tiered,9347.0,2266.72,0.2425,6.56,9.67,True,2026-01-21 07:35:19
995d75b4,standard,v1-balanced,17299.0,3387.85,0.1958,7.21,9.13,False,2026-01-21 11:52:36
39fe6fa3,standard,v1-balanced,17696.0,2869.22,0.1621,6.95,8.77,False,2026-02-03 11:15:00
518c4922,standard,v2-aesthetic-first,3542.0,524.16,0.148,8.49,9.09,True,2026-01-25 14:03:26
79aeb3bd,price_sensitive,v3-profit-seeker-p3-tiered,14773.0,2941.36,0.1991,7.77,9.87,False,2026-01-07 06:04:29
21a21908,standard,v2-aesthetic-first,11719.0,1128.01,0.0963,8.91,9.58,False,2026-01-04 01:12:02
5c8732d8,price_sensitive,v3-profit-seeker-p3-tiered,7072.0,1636.88,0.2315,6.47,8.43,False,2026-01-03 09:15:20
c4105ea2,standard,v1-balanced,7192.0,1128.96,0.157,6.16,8.31,False,2026-01-25 01:20:40
a943c5e6,high_net_worth,v2-aesthetic-first,15067.5,1422.09,0.0944,8.74,9.06,False,2026-01-08 07:52:48
fa133513,high_net_worth,v2-aesthetic-first,9555.0,701.96,0.0735,8.59,7.64,True,2026-01-04 08:36:06
dbe00507,price_sensitive,v3-profit-seeker-p3-tiered,14165.0,4399.78,0.3106,6.59,9.72,False,2026-01-14 07:18:14
2439372a,standard,v2-aesthetic-first,13859.0,711.37,0.0513,8.87,6.44,False,2026-01-16 08:02:58
a78b2c1f,high_net_worth,v2-aesthetic-first,19272.0,1209.79,0.0628,9.18,7.84,True,2026-01-10 07:40:42
632be72e,high_net_worth,v1-balanced,27520.5,7154.87,0.26,6.74,9.21,False,2026-01-31 17:45:30
29a77aa4,standard,v3-profit-seeker-p3-tiered,10015.0,2367.88,0.2364,6.42,9.96,False,2026-01-15 05:52:24
607c15b9,standard,v1-balanced,7956.0,1937.06,0.2435,5.92,6.18,False,2026-02-05 11:49:47
90e9c6a7,standard,v2-aesthetic-first,5479.0,273.95,0.05,8.3,9.47,False,2026-01-27 16:27:36
a47563eb,price_sensitive,v3-profit-seeker-p3-tiered,8932.0,1982.67,0.222,8.06,9.79,True,2026-02-07 04:10:54
39373aca,standard,v2-aesthetic-first,8828.0,597.58,0.0677,9.43,7.26,False,2026-01-19 07:33:50
b3afbede,price_sensitive,v3-profit-seeker-p3-tiered,19936.0,5435.3,0.2726,6.82,5.21,False,2026-02-05 03:12:50
462c629d,price_sensitive,v1-balanced,16759.0,3164.3,0.1888,7.78,8.7,False,2026-01-07 10:46:10
7c6e1df6,standard,v1-balanced,12401.0,3395.45,0.2738,6.28,9.96,True,2026-02-04 09:33:45
fe48c32f,high_net_worth,v2-aesthetic-first,26679.0,3303.86,0.1238,8.16,9.67,False,2026-01-01 18:22:19
ba645bb2,standard,v1-balanced,7782.0,1502.28,0.193,8.78,6.43,True,2026-02-07 19:22:42
2e229dd7,standard,v1-balanced,14731.0,2392.88,0.1624,9.0,9.14,False,2026-01-19 18:30:30
3df02ae5,price_sensitive,v3-profit-seeker-p3-tiered,15804.0,4289.06,0.2714,5.5,4.62,False,2026-01-17 11:47:54
9df338d4,high_net_worth,v2-aesthetic-first,25395.0,1269.75,0.05,7.85,8.12,False,2026-01-16 04:16:05
fcd9d798,price_sensitive,v3-profit-seeker-p3-tiered,9512.0,2819.98,0.2965,6.51,8.1,False,2026-01-26 04:16:51
ccbfa1da,price_sensitive,v3-profit-seeker-p3-tiered,8051.0,1878.81,0.2334,5.55,8.74,False,2026-01-03 13:53:08
1f2583d3,standard,v3-profit-seeker-p3-tiered,11888.0,3012.06,0.2534,5.65,9.56,False,2026-01-06 23:36:25
2d1c5032,price_sensitive,v3-profit-seeker-p3-tiered,3686.0,845.61,0.2294,7.17,8.77,True,2026-01-26 16:38:39
865ac846,price_sensitive,v1-balanced,19985.0,4231.77,0.2117,5.44,9.73,True,2026-01-09 05:28:08
e3f19392,standard,v3-profit-seeker-p3-tiered,5073.0,1246.89,0.2458,7.97,9.45,True,2026-01-28 23:46:09
cf6d1f53,standard,v2-aesthetic-first,7251.0,362.55,0.05,9.94,9.98,False,2026-01-17 15:42:09
55365f05,high_net_worth,v2-aesthetic-first,14377.5,780.56,0.0543,7.85,9.46,False,2026-01-27 07:25:04
1bb3bcaf,price_sensitive,v1-balanced,10634.0,2233.44,0.21,6.58,9.21,True,2026-02-01 09:14:51
53585d75,high_net_worth,v2-aesthetic-first,11362.5,875.34,0.077,8.76,8.79,True,2026-01-12 01:08:34
78be462f,standard,v3-profit-seeker-p3-tiered,10309.0,2372.3,0.2301,6.99,7.36,False,2026-01-14 03:39:45
1facac80,high_net_worth,v2-aesthetic-first,10333.5,899.8,0.0871,8.86,6.81,True,2026-01-09 09:57:05
275f400c,standard,v3-profit-seeker-p3-tiered,5611.0,1655.88,0.2951,4.46,8.7,False,2026-01-28 15:45:57
990ddd84,price_sensitive,v2-aesthetic-first,4446.0,236.18,0.0531,8.67,6.61,False,2026-01-22 20:09:37
012baa29,high_net_worth,v2-aesthetic-first,21049.5,2281.25,0.1084,8.33,9.91,True,2026-01-26 14:52:24
d6d3d8f9,price_sensitive,v3-profit-seeker-p3-tiered,10618.0,2970.39,0.2798,6.04,9.94,False,2026-01-20 11:14:37
7a274322,price_sensitive,v3-profit-seeker-p3-tiered,18636.0,4947.92,0.2655,5.41,9.96,False,2026-01-12 09:57:17
fb2f6a07,standard,v1-balanced,13536.0,3317.05,0.2451,6.1,9.85,False,2026-01-17 13:05:21
324a0cd0,price_sensitive,v3-profit-seeker-p3-tiered,3385.0,902.96,0.2668,6.71,7.47,False,2026-02-06 19:06:34
fea84d92,standard,v1-balanced,7027.0,787.48,0.1121,7.82,5.19,False,2026-01-03 21:20:24
fc453e48,price_sensitive,v3-profit-seeker-p3-tiered,5584.0,1537.47,0.2753,5.83,8.89,False,2026-02-10 14:47:19
f6b9d8d9,price_sensitive,v3-profit-seeker-p3-tiered,11778.0,2293.46,0.1947,8.1,9.95,False,2026-01-01 08:26:28
82f3b006,high_net_worth,v2-aesthetic-first,18693.0,1180.5,0.0632,8.24,7.65,True,2026-01-04 22:36:25
a3fe04e6,price_sensitive,v2-aesthetic-first,13119.0,794.87,0.0606,9.09,9.59,False,2026-01-04 21:13:25
e17f63b1,price_sensitive,v3-profit-seeker-p3-tiered,12525.0,3136.9,0.2505,7.77,9.37,False,2026-01-14 01:37:48
b55f0597,high_net_worth,v2-aesthetic-first,13158.0,1019.63,0.0775,9.04,8.27,False,2026-01-13 20:29:09
4ea0eec2,standard,v3-profit-seeker-p3-tiered,10713.0,2976.61,0.2779,6.42,9.84,False,2026-01-29 12:03:24
d7c5928f,standard,v2-aesthetic-first,11809.0,656.77,0.0556,9.25,7.92,True,2026-02-08 15:20:31
8fd769da,price_sensitive,v2-aesthetic-first,11014.0,564.37,0.0512,9.6,6.47,False,2026-01-29 17:09:15
061dca80,high_net_worth,v2-aesthetic-first,11538.0,1064.81,0.0923,8.51,9.19,False,2026-01-26 13:51:59
9c99d8f6,high_net_worth,v1-balanced,15970.5,2873.45,0.1799,6.5,9.58,False,2026-01-01 06:49:06
80bc2669,price_sensitive,v3-profit-seeker-p3-tiered,18815.0,4239.44,0.2253,6.26,8.9,False,2026-01-19 01:44:56
f7b5484c,price_sensitive,v1-balanced,15249.0,2226.81,0.146,6.7,5.43,True,2026-02-02 02:33:35
5c14f1b4,standard,v1-balanced,10623.0,1941.2,0.1827,8.42,8.02,False,2026-02-02 07:22:49
b1216150,standard,v1-balanced,14313.0,2016.74,0.1409,8.63,9.9,True,2026-01-12 04:00:35
2bd34010,price_sensitive,v1-balanced,15446.0,2197.96,0.1423,8.58,4.87,False,2026-01-30 15:08:47
ac187f87,price_sensitive,v3-profit-seeker-p3-tiered,16832.0,3555.5,0.2112,6.76,9.86,True,2026-02-05 11:02:10
78e153b0,standard,v1-balanced,13366.0,2269.61,0.1698,7.91,5.63,False,2026-01-12 11:11:20
6e840524,price_sensitive,v1-balanced,18363.0,2458.64,0.1339,9.37,8.5,True,2026-02-06 15:37:41
e5c9827f,price_sensitive,v3-profit-seeker-p3-tiered,15620.0,3436.32,0.22,9.04,9.56,False,2026-01-02 10:04:10
07964045,price_sensitive,v1-balanced,13175.0,2438.71,0.1851,7.49,4.86,False,2026-01-20 06:53:35
dea6fd58,price_sensitive,v3-profit-seeker-p3-tiered,18847.0,5558.95,0.295,6.48,9.92,False,2026-01-13 15:56:35
9c8b74ee,price_sensitive,v3-profit-seeker-p3-tiered,14504.0,3378.02,0.2329,6.31,8.64,False,2026-02-10 09:06:22
d716c5b5,price_sensitive,v3-profit-seeker-p3-tiered,7897.0,1779.04,0.2253,6.22,8.89,False,2026-01-13 19:16:19
f8064a83,price_sensitive,v1-balanced,3762.0,665.75,0.177,6.86,9.82,False,2026-01-09 22:16:32
c370b963,price_sensitive,v3-profit-seeker-p3-tiered,12080.0,2904.91,0.2405,6.79,8.57,True,2026-01-26 12:43:45
744cd057,standard,v1-balanced,13770.0,2395.5,0.174,6.88,9.77,False,2026-01-27 04:37:19
8500156d,standard,v2-aesthetic-first,9211.0,1070.47,0.1162,8.33,9.59,False,2026-02-04 17:58:46
e35423c8,high_net_worth,v2-aesthetic-first,6661.5,544.97,0.0818,8.79,9.37,True,2026-01-19 19:32:50
7a31a32b,high_net_worth,v2-aesthetic-first,11745.0,1333.21,0.1135,7.76,8.65,False,2026-02-06 05:11:25
f790f5fb,high_net_worth,v2-aesthetic-first,15529.5,1176.26,0.0757,8.32,9.62,False,2026-01-07 10:10:46
6d35683a,price_sensitive,v3-profit-seeker-p3-tiered,7763.0,1976.54,0.2546,6.56,8.69,True,2026-01-11 07:45:28
1969816a,price_sensitive,v1-balanced,5626.0,1255.4,0.2231,6.29,9.58,True,2026-01-16 09:51:31
49842364,price_sensitive,v3-profit-seeker-p3-tiered,14971.0,3646.3,0.2436,7.84,8.38,True,2026-01-13 08:51:17
3525f4af,standard,v3-profit-seeker-p3-tiered,5169.0,1181.79,0.2286,7.52,9.65,False,2026-02-08 03:36:22
12548f73,standard,v3-profit-seeker-p3-tiered,17734.0,5208.85,0.2937,6.19,9.76,False,2026-01-03 02:59:44
6134ee67,price_sensitive,v1-balanced,11447.0,1712.47,0.1496,7.81,6.89,True,2026-02-06 04:39:19
12549616,price_sensitive,v3-profit-seeker-p3-tiered,7862.0,2403.94,0.3058,6.45,8.42,False,2026-01-07 06:29:40
b964e552,price_sensitive,v3-profit-seeker-p3-tiered,11755.0,2606.94,0.2218,7.8,8.69,True,2026-01-14 04:41:37
971deb8a,price_sensitive,v3-profit-seeker-p3-tiered,4986.0,1276.01,0.2559,6.45,9.33,False,2026-02-09 15:16:07
866e16d3,high_net_worth,v2-aesthetic-first,15565.5,1368.11,0.0879,8.91,5.8,True,2026-02-02 06:36:53
fd312305,standard,v2-aesthetic-first,17225.0,1443.47,0.0838,9.04,9.21,True,2026-02-10 11:29:00
68620d78,price_sensitive,v1-balanced,12422.0,1870.11,0.1505,7.22,7.79,False,2026-01-10 06:50:31
6f42dc45,price_sensitive,v3-profit-seeker-p3-tiered,17544.0,5174.47,0.2949,6.36,6.55,False,2026-01-27 18:31:12
6044479b,high_net_worth,v2-aesthetic-first,16503.0,825.15,0.05,8.5,6.73,False,2026-01-04 10:52:38
0a725f71,high_net_worth,v2-aesthetic-first,17499.0,874.95,0.05,9.01,9.9,True,2026-01-15 04:29:05
85c8368c,standard,v2-aesthetic-first,4503.0,303.89,0.0675,8.28,6.81,False,2026-01-26 18:18:53
9dc8439a,standard,v2-aesthetic-first,16313.0,1666.69,0.1022,7.78,7.73,False,2026-01-20 06:28:36
3994401f,standard,v2-aesthetic-first,18417.0,1063.54,0.0577,9.11,8.63,False,2026-02-05 17:51:22
adb96dc1,standard,v2-aesthetic-first,6976.0,658.26,0.0944,9.24,9.27,False,2026-01-30 21:38:36
c2bf8187,high_net_worth,v2-aesthetic-first,27754.5,3281.6,0.1182,8.43,9.42,False,2026-01-01 16:08:30
5c826a32,standard,v2-aesthetic-first,13047.0,1502.14,0.1151,8.63,6.96,False,2026-02-08 01:55:46
8d24416d,price_sensitive,v3-profit-seeker-p3-tiered,10309.0,2029.18,0.1968,7.43,8.24,True,2026-01-04 14:05:18
647cf7bd,price_sensitive,v3-profit-seeker-p3-tiered,15275.0,4361.1,0.2855,7.04,9.04,False,2026-01-22 08:07:47
e5a8ed7b,price_sensitive,v3-profit-seeker-p3-tiered,13974.0,3547.21,0.2538,6.88,8.64,False,2026-02-06 23:25:18
c3f62e8f,price_sensitive,v3-profit-seeker-p3-tiered,11450.0,3445.53,0.3009,6.65,9.93,False,2026-01-29 00:09:43
96ee6a59,price_sensitive,v3-profit-seeker-p3-tiered,17221.0,4488.35,0.2606,6.78,8.84,True,2026-01-09 18:38:20
0c39a68d,price_sensitive,v3-profit-seeker-p3-tiered,15023.0,3642.5,0.2425,6.28,5.97,False,2026-01-02 03:08:34
32b71a85,price_sensitive,v3-profit-seeker-p3-tiered,12883.0,3452.46,0.268,6.21,9.29,False,2026-01-12 16:56:27
e7c7bea5,price_sensitive,v3-profit-seeker-p3-tiered,14744.0,3921.32,0.266,6.65,7.66,False,2026-01-07 21:51:42
5ef4d8ca,high_net_worth,v2-aesthetic-first,6522.0,326.1,0.05,9.11,7.24,True,2026-01-11 07:37:39
36106a6d,standard,v2-aesthetic-first,14880.0,1133.78,0.0762,8.96,9.98,True,2026-01-29 15:27:34
95926d8e,high_net_worth,v2-aesthetic-first,6274.5,645.32,0.1028,9.57,8.9,False,2026-01-19 06:03:01
fd33c959,price_sensitive,v2-aesthetic-first,14690.0,997.71,0.0679,9.31,9.91,False,2026-01-02 02:59:00
3265bef8,price_sensitive,v1-balanced,3095.0,574.14,0.1855,6.8,7.52,False,2026-01-20 14:26:08
13a2d357,standard,v2-aesthetic-first,7299.0,779.98,0.1069,8.77,7.54,False,2026-01-15 18:24:15
38599038,price_sensitive,v3-profit-seeker-p3-tiered,10089.0,3201.02,0.3173,7.07,5.13,False,2026-01-17 02:33:54
701a5d01,price_sensitive,v3-profit-seeker-p3-tiered,10956.0,2938.31,0.2682,5.78,7.3,False,2026-01-08 14:46:14
d1c9c44e,price_sensitive,v1-balanced,16217.0,2871.55,0.1771,7.6,8.37,False,2026-01-04 23:52:24
013f2301,price_sensitive,v3-profit-seeker-p3-tiered,11127.0,2500.55,0.2247,7.34,7.58,True,2026-02-09 19:12:52
25640c5d,standard,v1-balanced,17873.0,3089.76,0.1729,7.88,8.61,False,2026-01-26 06:35:18
facbe3b5,standard,v2-aesthetic-first,8350.0,461.32,0.0552,8.83,8.03,False,2026-01-13 06:24:12
3f5e8bfc,standard,v1-balanced,18040.0,2520.6,0.1397,9.44,9.67,False,2026-01-01 22:23:48
3a3f0b13,price_sensitive,v3-profit-seeker-p3-tiered,19054.0,4768.97,0.2503,5.99,8.96,False,2026-01-19 13:25:44
01a44dec,standard,v2-aesthetic-first,18292.0,2800.34,0.1531,8.38,9.89,False,2026-02-04 01:13:10
d174894c,high_net_worth,v1-balanced,10128.0,2009.5,0.1984,7.13,8.65,False,2026-01-02 17:00:49
896a168b,standard,v3-profit-seeker-p3-tiered,14959.0,3984.66,0.2664,6.91,9.18,True,2026-02-06 14:11:38
372b38c5,price_sensitive,v1-balanced,18354.0,3339.33,0.1819,7.33,6.28,False,2026-01-12 09:58:44
7a7c5b61,standard,v2-aesthetic-first,14572.0,808.58,0.0555,9.78,7.47,False,2026-01-30 03:14:31
8325e466,price_sensitive,v1-balanced,5593.0,1277.2,0.2284,6.13,9.74,False,2026-02-03 15:25:35
dcd20fee,standard,v2-aesthetic-first,14583.0,1317.64,0.0904,9.5,4.99,False,2026-01-29 14:52:48
58282680,standard,v1-balanced,16146.0,3740.02,0.2316,8.18,7.99,False,2026-01-28 06:26:28
a6f6896a,standard,v2-aesthetic-first,14959.0,1344.68,0.0899,9.7,9.28,True,2026-01-26 17:16:30
ac759f86,price_sensitive,v3-profit-seeker-p3-tiered,16562.0,3535.34,0.2135,6.93,7.39,True,2026-01-18 07:22:59
9f9f9e21,standard,v1-balanced,8159.0,1628.8,0.1996,6.1,8.58,False,2026-01-16 11:47:24
f0501416,standard,v1-balanced,4488.0,812.38,0.181,7.16,9.2,False,2026-01-12 16:14:00
528b2c11,standard,v2-aesthetic-first,14191.0,786.56,0.0554,8.85,9.56,False,2026-01-11 04:48:43
cd0c9db2,standard,v2-aesthetic-first,5522.0,535.06,0.0969,8.2,9.7,False,2026-01-11 17:07:39
e7038786,standard,v1-balanced,13478.0,2158.02,0.1601,6.44,9.94,False,2026-01-24 06:39:56
16d1c4ca,price_sensitive,v3-profit-seeker-p3-tiered,9155.0,2006.72,0.2192,7.03,4.5,False,2026-02-04 07:12:51
351894ee,high_net_worth,v2-aesthetic-first,13053.0,1238.72,0.0949,9.48,7.0,False,2026-01-29 23:29:00
153dc153,high_net_worth,v2-aesthetic-first,13156.5,897.7,0.0682,8.71,9.77,True,2026-01-24 04:45:24
40d4c883,price_sensitive,v3-profit-seeker-p3-tiered,13511.0,2999.5,0.222,6.1,7.89,False,2026-01-02 10:13:34
88008649,standard,v1-balanced,9164.0,1267.97,0.1384,7.98,7.89,False,2026-02-10 02:19:57
8b71ef4f,price_sensitive,v3-profit-seeker-p3-tiered,7120.0,1407.69,0.1977,7.8,8.51,False,2026-01-20 17:36:03
15b0c4f7,price_sensitive,v3-profit-seeker-p3-tiered,10938.0,2705.32,0.2473,8.38,8.74,False,2026-02-01 19:37:26
de7641c8,price_sensitive,v3-profit-seeker-p3-tiered,14437.0,4065.87,0.2816,6.89,8.32,False,2026-01-24 21:09:31
8217ca92,standard,v2-aesthetic-first,11395.0,1779.44,0.1562,8.81,8.48,False,2026-02-10 17:49:49
94e8a679,price_sensitive,v3-profit-seeker-p3-tiered,4131.0,1243.85,0.3011,7.06,9.76,False,2026-01-30 15:17:29
dbeb5bba,standard,v3-profit-seeker-p3-tiered,17428.0,5459.42,0.3133,6.58,8.26,True,2026-02-03 02:04:21
ad506b32,price_sensitive,v3-profit-seeker-p3-tiered,7806.0,2021.23,0.2589,6.19,9.95,False,2026-01-18 06:23:56
12adf782,price_sensitive,v3-profit-seeker-p3-tiered,11635.0,3246.79,0.2791,6.67,8.58,False,2026-02-04 20:22:46
065b5caf,standard,v1-balanced,15438.0,2537.53,0.1644,7.91,8.23,False,2026-01-10 15:15:57
